ticket_id,customer_id,issue_category,priority,resolution_time_hours,satisfaction_score,created_date
41529,43680,Feature Request,Critical,58,4,2025-02-19
41530,6885,Login Issue,High,39,5,2022-07-23
41531,23928,Feature Request,Critical,21,1,2023-05-31
41532,45032,Bug Report,High,60,5,2023-01-29
41533,12275,Billing,Critical,21,4,2022-02-05
41534,2874,Feature Request,Critical,37,1,2024-01-30
41535,36986,Performance,Medium,43,2,2024-08-10
41536,24839,Account Access,Low,23,3,2023-11-05
41537,48123,Bug Report,Low,34,3,2023-06-14
41538,22436,Feature Request,Medium,68,4,2023-11-08
41539,48146,Account Access,High,53,2,2023-12-29
41540,371,Performance,Low,9,4,2024-01-16
41541,11215,Performance,Medium,59,4,2024-01-04
41542,28757,Login Issue,Medium,67,4,2023-11-15
41543,15091,Feature Request,Critical,53,1,2024-06-20
41544,43594,Bug Report,High,44,5,2022-09-25
41545,6759,Account Access,Critical,16,5,2023-08-26
41546,35355,Bug Report,Medium,49,3,2024-01-14
41547,8351,Account Access,High,43,2,2022-11-11
41548,5916,Performance,Critical,37,3,2022-08-16
41549,6134,Billing,Low,69,2,2024-01-19
41550,41493,Billing,High,40,1,2024-12-14
41551,33636,Account Access,High,32,3,2022-12-18
41552,36808,Billing,High,48,5,2023-08-02
41553,21394,Login Issue,Medium,6,3,2022-06-15
41554,38683,Login Issue,Medium,17,5,2024-05-12
41555,13072,Account Access,Low,28,2,2024-03-18
41556,29851,Login Issue,Medium,9,4,2024-07-25
41557,22265,Feature Request,Medium,48,1,2024-06-21
41558,26817,Login Issue,Critical,7,4,2022-08-16
41559,41283,Performance,Low,60,5,2024-04-24
41560,5111,Bug Report,High,35,4,2025-01-15
41561,18169,Billing,Critical,34,3,2022-06-26
41562,29051,Bug Report,Low,47,1,2022-09-09
41563,49378,Feature Request,Medium,22,3,2022-07-26
41564,36122,Billing,Medium,66,1,2024-11-26
41565,19589,Performance,Medium,5,2,2025-02-08
41566,9032,Feature Request,Critical,38,4,2024-12-30
41567,32514,Feature Request,Critical,1,2,2023-05-28
41568,5277,Performance,Low,62,1,2022-01-22
41569,43124,Performance,High,24,3,2023-09-27
41570,48829,Bug Report,Critical,10,4,2022-08-19
41571,37205,Feature Request,Medium,17,2,2022-09-01
41572,12555,Login Issue,Critical,9,5,2022-12-12
41573,12558,Account Access,Low,44,3,2024-01-14
41574,32788,Bug Report,Medium,10,5,2022-09-21
41575,35840,Bug Report,Critical,27,5,2023-02-26
41576,15885,Account Access,Low,69,3,2024-01-08
41577,34484,Bug Report,Critical,48,3,2022-04-20
41578,5865,Billing,Medium,11,2,2022-06-12
41579,46010,Account Access,High,50,3,2022-12-17
41580,29118,Bug Report,Critical,47,1,2024-10-06
41581,35575,Performance,High,1,4,2023-05-06
41582,6787,Billing,High,30,2,2024-12-05
41583,37667,Feature Request,Medium,17,4,2024-12-17
41584,46055,Login Issue,Low,15,4,2022-01-24
41585,47450,Login Issue,Medium,32,4,2023-07-18
41586,12444,Login Issue,Medium,32,4,2024-07-04
41587,42285,Login Issue,Medium,5,4,2022-05-25
41588,17015,Account Access,Medium,15,4,2023-10-18
41589,30350,Feature Request,Critical,24,4,2024-12-10
41590,19186,Billing,Low,14,2,2022-05-03
41591,25982,Account Access,Medium,38,1,2024-10-10
41592,48051,Account Access,Medium,68,1,2023-04-15
41593,8,Login Issue,Low,20,2,2023-11-23
41594,21364,Account Access,Critical,18,2,2023-11-29
41595,10722,Performance,Medium,29,5,2022-12-01
41596,44066,Performance,High,40,1,2025-03-09
41597,502,Performance,High,36,5,2024-03-30
41598,12499,Performance,Critical,38,3,2025-03-24
41599,29754,Performance,Low,44,5,2024-04-11
41600,34114,Account Access,Medium,6,3,2022-05-19
41601,43601,Feature Request,Medium,23,3,2023-05-20
41602,10139,Login Issue,High,72,4,2023-02-26
41603,32713,Billing,Medium,72,1,2024-04-09
41604,47751,Performance,Low,70,1,2024-02-10
41605,25935,Performance,Low,47,2,2024-01-20
41606,13055,Performance,Low,6,5,2022-12-25
41607,5878,Billing,High,45,3,2024-03-02
41608,36295,Performance,Critical,44,1,2023-05-10
41609,20161,Login Issue,Low,48,2,2024-03-05
41610,16111,Billing,Medium,55,4,2022-12-05
41611,15467,Account Access,High,54,2,2023-03-15
41612,13402,Feature Request,High,4,5,2024-07-29
41613,10868,Bug Report,Low,54,4,2023-09-30
41614,24548,Feature Request,Medium,3,4,2024-09-02
41615,34278,Bug Report,Low,5,2,2022-12-09
41616,8656,Feature Request,Low,61,3,2023-01-26
41617,11678,Feature Request,Low,7,4,2022-01-19
41618,44686,Billing,Medium,20,1,2024-09-19
41619,21719,Login Issue,Low,38,3,2022-03-06
41620,22684,Feature Request,Critical,58,4,2024-06-26
41621,46327,Performance,High,56,4,2024-01-07
41622,38478,Performance,Low,50,3,2022-11-02
41623,20939,Login Issue,Low,69,3,2022-06-23
41624,7126,Billing,High,51,1,2024-09-27
41625,5311,Performance,Medium,50,5,2025-01-21
41626,47823,Login Issue,Critical,30,2,2024-02-26
41627,13564,Bug Report,Medium,28,4,2022-10-05
41628,21543,Feature Request,Critical,42,5,2024-09-21
41629,12765,Bug Report,Critical,67,4,2023-05-26
41630,23044,Feature Request,High,3,3,2024-08-04
41631,24126,Feature Request,Low,14,1,2023-10-27
41632,10514,Account Access,Medium,7,4,2025-03-14
41633,41338,Account Access,Critical,63,2,2023-05-17
41634,47773,Bug Report,Low,25,4,2024-07-03
41635,30050,Billing,Low,40,3,2022-06-22
41636,21207,Performance,High,48,2,2022-04-24
41637,24417,Login Issue,Critical,5,4,2022-04-19
41638,23251,Feature Request,High,59,3,2023-12-17
41639,4463,Billing,Critical,16,4,2025-02-24
41640,43611,Bug Report,Critical,28,1,2025-03-28
41641,30571,Bug Report,Medium,22,1,2024-08-24
41642,9687,Feature Request,Critical,52,1,2024-02-12
41643,12130,Bug Report,Low,55,3,2024-06-20
41644,21458,Account Access,Critical,31,1,2023-11-27
41645,26701,Billing,Critical,9,5,2024-11-02
41646,3915,Bug Report,Critical,57,1,2024-09-14
41647,27671,Account Access,Low,54,5,2022-12-12
41648,7376,Feature Request,High,49,2,2022-05-24
41649,32512,Login Issue,Medium,2,1,2024-01-20
41650,40619,Feature Request,Low,22,1,2024-11-11
41651,34623,Billing,High,13,1,2025-03-21
41652,19687,Login Issue,Critical,45,3,2024-03-27
41653,4058,Billing,Critical,21,2,2024-02-01
41654,3168,Bug Report,High,70,2,2023-04-02
41655,8629,Feature Request,Low,63,2,2023-09-21
41656,13618,Login Issue,High,54,4,2022-05-26
41657,7359,Billing,High,55,3,2024-02-25
41658,47804,Feature Request,Medium,32,3,2024-09-15
41659,5143,Account Access,Low,7,1,2023-08-12
41660,8830,Account Access,Critical,33,3,2022-04-05
41661,24811,Feature Request,Medium,65,4,2023-04-30
41662,28408,Account Access,Low,3,3,2024-11-20
41663,30646,Account Access,Critical,11,4,2023-07-26
41664,45660,Performance,High,59,3,2025-03-09
41665,6831,Performance,Low,24,4,2024-05-10
41666,22653,Account Access,Low,45,3,2024-06-30
41667,39788,Feature Request,High,30,1,2022-01-13
41668,36676,Billing,High,51,3,2024-07-07
41669,49207,Login Issue,Critical,36,3,2024-09-08
41670,20567,Performance,Critical,52,4,2023-07-01
41671,42939,Performance,High,35,5,2022-10-15
41672,48426,Billing,Medium,39,3,2024-11-15
41673,7487,Performance,Medium,65,4,2022-12-07
41674,7990,Performance,Medium,51,2,2023-01-13
41675,34412,Account Access,Critical,4,1,2023-05-09
41676,987,Performance,Low,24,2,2022-10-22
41677,10786,Login Issue,Medium,65,4,2023-08-16
41678,49776,Feature Request,Medium,19,3,2024-07-23
41679,37603,Account Access,Medium,26,2,2024-02-10
41680,730,Feature Request,Low,16,1,2023-06-25
41681,39849,Billing,High,71,3,2023-04-26
41682,49103,Billing,High,9,1,2025-02-14
41683,28452,Account Access,Critical,20,4,2022-05-10
41684,30272,Performance,Medium,30,3,2022-02-18
41685,22153,Billing,High,20,1,2025-01-05
41686,20029,Performance,Critical,55,1,2024-06-21
41687,32917,Billing,Medium,15,4,2022-10-11
41688,14027,Billing,Critical,63,3,2022-05-17
41689,35890,Billing,Low,50,5,2022-12-30
41690,9445,Account Access,Medium,8,1,2024-06-25
41691,34097,Performance,Low,57,3,2023-07-18
41692,14399,Performance,Low,8,4,2022-11-18
41693,226,Account Access,High,48,3,2024-06-15
41694,34967,Feature Request,Low,36,2,2023-04-21
41695,36369,Feature Request,High,25,4,2023-05-27
41696,35955,Bug Report,High,31,3,2022-06-17
41697,1436,Login Issue,Medium,8,3,2025-01-20
41698,2398,Account Access,Critical,65,3,2024-11-08
41699,47772,Bug Report,Low,64,4,2023-11-24
41700,12760,Login Issue,Medium,23,3,2023-05-20
41701,40018,Bug Report,Low,29,5,2022-04-05
41702,17321,Login Issue,Medium,30,4,2023-02-18
41703,41906,Feature Request,Low,52,4,2024-08-27
41704,49214,Billing,High,21,5,2023-11-18
41705,885,Performance,High,13,1,2024-10-04
41706,43554,Login Issue,High,7,4,2024-10-30
41707,48136,Feature Request,Critical,62,1,2022-06-05
41708,18072,Login Issue,High,47,3,2024-12-11
41709,44214,Bug Report,Medium,17,3,2022-09-16
41710,42116,Login Issue,Low,72,1,2023-07-05
41711,9778,Performance,Medium,43,4,2024-05-15
41712,3085,Billing,High,16,1,2024-01-06
41713,10196,Performance,Critical,9,1,2023-10-14
41714,3320,Performance,Critical,61,3,2023-06-30
41715,21435,Bug Report,Critical,8,5,2022-06-14
41716,2465,Performance,Critical,63,2,2025-02-10
41717,23274,Login Issue,High,48,1,2022-05-13
41718,41763,Account Access,Critical,65,4,2024-02-26
41719,9840,Login Issue,Critical,57,4,2024-10-18
41720,21380,Performance,Critical,33,2,2022-06-12
41721,5805,Billing,Low,13,1,2022-03-02
41722,44789,Feature Request,Medium,37,3,2022-10-03
41723,46130,Performance,Medium,40,1,2023-08-16
41724,25656,Login Issue,Low,40,3,2024-03-08
41725,22204,Performance,Critical,31,5,2025-03-22
41726,26353,Performance,High,29,3,2023-07-19
41727,30083,Performance,Low,31,5,2024-10-13
41728,49704,Bug Report,Low,57,1,2024-11-29
41729,36318,Feature Request,Medium,41,3,2025-02-03
41730,14354,Account Access,High,72,5,2025-02-19
41731,32106,Account Access,Low,35,1,2024-06-06
41732,23494,Login Issue,Low,42,1,2023-03-02
41733,35312,Login Issue,Low,47,5,2024-09-25
41734,12539,Login Issue,Low,62,1,2024-08-03
41735,47119,Login Issue,High,58,5,2023-09-04
41736,24686,Account Access,High,36,2,2022-06-23
41737,18340,Performance,Medium,15,3,2024-05-15
41738,14284,Login Issue,Low,60,5,2023-12-17
41739,24827,Account Access,Critical,37,3,2023-09-16
41740,37181,Billing,Critical,14,2,2023-01-05
41741,2332,Performance,Medium,2,2,2025-01-12
41742,5558,Feature Request,Medium,40,1,2023-05-13
41743,23064,Bug Report,Low,4,3,2023-12-30
41744,155,Bug Report,Critical,4,3,2024-06-03
41745,12246,Billing,High,22,4,2022-01-24
41746,2583,Feature Request,High,21,5,2022-05-05
41747,43336,Bug Report,Medium,34,5,2022-09-25
41748,12993,Feature Request,Critical,61,3,2022-12-12
41749,23900,Billing,Low,26,3,2022-02-04
41750,39030,Account Access,Low,45,2,2022-02-15
41751,16803,Billing,Medium,40,3,2024-10-27
41752,9901,Bug Report,Critical,17,4,2022-12-28
41753,23598,Bug Report,High,6,4,2024-06-08
41754,32479,Feature Request,High,13,1,2024-04-21
41755,35729,Login Issue,High,18,3,2022-05-13
41756,25302,Billing,Critical,6,4,2024-08-15
41757,13767,Billing,Medium,34,3,2023-09-07
41758,2636,Feature Request,Low,17,4,2022-11-26
41759,47916,Account Access,High,51,2,2022-03-28
41760,33659,Performance,Critical,44,4,2025-02-24
41761,22349,Performance,Critical,70,1,2022-08-21
41762,473,Feature Request,High,2,4,2024-03-15
41763,23831,Login Issue,High,68,5,2023-03-22
41764,33476,Account Access,Critical,49,1,2025-03-13
41765,12528,Bug Report,Critical,40,1,2023-01-22
41766,38254,Bug Report,High,33,5,2024-10-25
41767,44650,Login Issue,Medium,41,2,2023-07-13
41768,12029,Login Issue,Low,49,4,2024-07-24
41769,41191,Account Access,Low,27,1,2023-08-12
41770,46111,Performance,Critical,15,3,2022-11-05
41771,37422,Performance,Critical,3,3,2024-02-11
41772,28488,Login Issue,Low,40,5,2022-07-22
41773,39573,Performance,Low,17,2,2023-01-10
41774,46864,Billing,High,14,2,2023-02-26
41775,17340,Login Issue,High,51,3,2022-02-25
41776,21975,Account Access,Critical,40,5,2024-09-03
41777,589,Bug Report,Critical,61,2,2023-08-05
41778,2185,Feature Request,High,57,2,2023-01-02
41779,28340,Login Issue,Critical,37,5,2024-08-23
41780,18609,Login Issue,Critical,30,4,2025-02-04
41781,25451,Billing,Critical,58,1,2023-08-04
41782,45139,Performance,Critical,38,3,2025-02-21
41783,20222,Bug Report,Critical,4,2,2024-07-28
41784,31530,Account Access,Medium,60,1,2024-12-21
41785,38239,Bug Report,Medium,17,4,2024-12-09
41786,20109,Feature Request,Critical,69,1,2022-06-10
41787,708,Feature Request,Medium,55,5,2022-06-29
41788,3712,Bug Report,Medium,19,1,2022-09-23
41789,7471,Performance,Critical,2,3,2022-02-19
41790,15965,Login Issue,High,32,1,2025-03-15
41791,44424,Feature Request,High,71,1,2023-05-05
41792,36717,Performance,Medium,19,4,2025-04-03
41793,29596,Account Access,Critical,14,5,2022-05-01
41794,2028,Billing,Critical,11,4,2025-01-20
41795,18667,Billing,Critical,45,2,2023-11-14
41796,44512,Billing,Low,14,3,2023-03-18
41797,33700,Bug Report,High,16,3,2022-09-05
41798,11221,Login Issue,High,4,2,2022-04-28
41799,18385,Bug Report,Critical,23,1,2022-12-16
41800,15587,Account Access,Low,43,5,2023-08-21
41801,45257,Account Access,Medium,51,4,2024-11-19
41802,35707,Feature Request,Critical,21,5,2023-11-05
41803,17763,Login Issue,High,31,4,2024-07-19
41804,19667,Bug Report,Medium,61,2,2024-06-21
41805,29977,Account Access,Low,16,5,2025-02-13
41806,42764,Performance,High,52,1,2023-09-02
41807,36097,Billing,Critical,50,3,2023-01-21
41808,44589,Feature Request,Low,62,3,2023-04-16
41809,8005,Performance,Low,3,1,2023-12-08
41810,20936,Performance,High,54,2,2024-10-10
41811,37844,Feature Request,High,34,3,2023-06-24
41812,25228,Login Issue,Medium,55,3,2024-10-05
41813,45393,Login Issue,High,12,1,2022-05-11
41814,26815,Performance,Low,59,2,2023-02-01
41815,44916,Account Access,Critical,27,2,2023-08-01
41816,36998,Performance,Critical,28,2,2022-06-28
41817,26772,Login Issue,Medium,26,4,2022-01-20
41818,8275,Account Access,Low,28,3,2024-08-02
41819,123,Performance,Critical,43,3,2022-07-06
41820,18695,Login Issue,Medium,54,3,2024-09-15
41821,6027,Login Issue,Medium,39,2,2023-01-08
41822,8870,Account Access,Low,21,1,2022-01-15
41823,6107,Feature Request,Low,44,4,2025-01-09
41824,25442,Login Issue,Medium,12,4,2024-04-28
41825,28754,Bug Report,Medium,11,5,2024-05-31
41826,2035,Account Access,Low,20,5,2023-03-16
41827,2241,Account Access,Critical,10,1,2023-05-14
41828,48950,Bug Report,Low,6,1,2023-03-05
41829,36938,Performance,Critical,9,3,2022-01-02
41830,37371,Feature Request,Critical,23,3,2025-01-29
41831,450,Feature Request,High,47,3,2024-12-31
41832,13793,Bug Report,High,8,4,2024-04-08
41833,41029,Feature Request,High,58,4,2023-01-03
41834,13176,Billing,Critical,54,1,2023-04-21
41835,45344,Performance,Low,59,1,2023-02-04
41836,9888,Bug Report,Medium,6,1,2023-09-26
41837,39282,Performance,Medium,18,3,2022-12-08
41838,32409,Bug Report,Low,35,5,2023-12-19
41839,37184,Bug Report,High,32,2,2024-12-21
41840,26690,Billing,High,26,3,2022-08-07
41841,46541,Performance,Medium,18,1,2023-08-08
41842,34690,Login Issue,Low,6,5,2022-10-22
41843,36468,Account Access,High,20,4,2022-04-04
41844,23257,Performance,Medium,56,4,2022-10-01
41845,6263,Login Issue,Low,8,3,2022-04-15
41846,22885,Bug Report,Low,36,5,2023-05-08
41847,32927,Login Issue,Critical,65,3,2022-03-27
41848,21636,Performance,Critical,49,1,2023-09-24
41849,4757,Performance,Low,33,1,2024-12-24
41850,38808,Login Issue,Medium,14,3,2022-09-12
41851,43277,Bug Report,High,16,4,2024-11-13
41852,49001,Bug Report,High,22,3,2024-03-05
41853,11254,Feature Request,High,42,4,2023-12-16
41854,46061,Login Issue,Critical,24,1,2024-02-04
41855,14739,Billing,High,9,5,2024-09-10
41856,10233,Billing,Medium,68,4,2024-09-22
41857,5200,Login Issue,High,70,2,2024-11-06
41858,31140,Feature Request,Critical,33,4,2024-06-08
41859,29040,Billing,High,12,4,2023-04-26
41860,31395,Bug Report,High,42,5,2022-01-30
41861,21971,Performance,High,47,5,2023-09-27
41862,26480,Account Access,Low,55,2,2024-03-23
41863,21387,Performance,Low,23,5,2022-07-10
41864,14277,Login Issue,High,20,3,2022-12-08
41865,44521,Billing,Critical,61,5,2023-06-16
41866,41064,Performance,High,40,3,2024-06-12
41867,29968,Account Access,Low,23,2,2023-02-10
41868,2094,Bug Report,High,21,4,2022-05-18
41869,5694,Bug Report,Critical,29,5,2024-07-02
41870,36554,Bug Report,High,16,2,2023-05-22
41871,22468,Feature Request,High,12,4,2025-01-16
41872,32307,Login Issue,Critical,5,5,2023-03-20
41873,14983,Billing,Low,24,5,2022-03-07
41874,897,Performance,Low,42,2,2022-01-02
41875,26091,Billing,High,13,4,2023-03-24
41876,26831,Performance,High,44,3,2022-05-03
41877,3832,Account Access,High,36,5,2022-05-30
41878,22114,Performance,Medium,14,2,2022-07-23
41879,5158,Performance,Low,51,1,2022-07-04
41880,31578,Login Issue,Critical,42,4,2024-01-13
41881,42604,Account Access,Medium,45,2,2024-01-21
41882,21632,Login Issue,Low,17,3,2025-02-26
41883,23441,Performance,Medium,72,1,2025-03-07
41884,20288,Performance,Critical,17,2,2023-01-01
41885,3601,Billing,Low,41,1,2023-08-17
41886,20172,Bug Report,Medium,52,4,2024-11-12
41887,7238,Billing,Critical,21,1,2022-09-22
41888,34160,Feature Request,Medium,18,4,2022-12-11
41889,28800,Bug Report,Low,61,5,2024-04-18
41890,39597,Billing,Medium,2,2,2022-05-16
41891,20113,Account Access,Critical,37,5,2024-12-23
41892,29506,Performance,Low,36,5,2023-03-31
41893,29803,Feature Request,Critical,43,5,2022-01-22
41894,43501,Account Access,Critical,61,3,2023-08-28
41895,21606,Feature Request,Critical,62,5,2022-04-04
41896,31582,Bug Report,Low,56,5,2022-03-05
41897,3106,Performance,Critical,32,5,2023-12-31
41898,24341,Account Access,Medium,6,2,2022-06-24
41899,35773,Bug Report,High,17,2,2022-04-05
41900,21660,Account Access,High,50,2,2024-05-29
41901,29559,Feature Request,Critical,35,4,2022-06-26
41902,22633,Feature Request,Critical,46,5,2024-04-01
41903,24194,Login Issue,High,45,1,2024-05-20
41904,40621,Login Issue,High,12,5,2023-02-06
41905,18188,Account Access,High,40,4,2022-03-10
41906,5795,Performance,Low,50,3,2022-05-27
41907,42999,Billing,Critical,59,1,2022-05-19
41908,14714,Billing,Low,36,2,2022-03-20
41909,28005,Bug Report,Critical,4,2,2024-09-15
41910,41914,Account Access,High,57,1,2024-06-28
41911,19269,Account Access,High,66,5,2023-11-25
41912,36311,Bug Report,High,52,4,2024-07-24
41913,20699,Billing,High,72,3,2024-12-15
41914,27876,Bug Report,High,38,2,2022-09-17
41915,31168,Account Access,Medium,60,1,2024-04-09
41916,1933,Account Access,Low,70,3,2024-01-17
41917,8739,Billing,Low,14,4,2022-04-16
41918,8810,Account Access,High,43,5,2023-08-09
41919,23799,Login Issue,High,63,4,2023-06-09
41920,3120,Login Issue,High,32,4,2025-02-22
41921,26890,Login Issue,Low,14,2,2024-04-07
41922,5738,Account Access,Medium,33,1,2023-11-05
41923,34302,Billing,Low,41,3,2024-06-05
41924,42914,Bug Report,High,65,5,2024-11-10
41925,18506,Login Issue,Low,3,4,2022-10-22
41926,14014,Account Access,Critical,19,4,2022-11-28
41927,46142,Account Access,Medium,62,1,2023-11-05
41928,39738,Bug Report,Medium,28,4,2025-04-11
41929,11294,Billing,Medium,67,1,2022-04-26
41930,48629,Billing,Critical,26,1,2022-04-04
41931,14334,Billing,Low,45,3,2022-02-21
41932,9215,Performance,Low,20,4,2023-03-19
41933,37612,Performance,Critical,67,3,2022-07-03
41934,13893,Performance,Medium,15,5,2022-01-14
41935,48074,Performance,Medium,32,1,2023-04-07
41936,29299,Account Access,Critical,64,3,2022-08-10
41937,5002,Feature Request,Medium,72,1,2022-04-29
41938,14421,Login Issue,Medium,69,4,2024-07-09
41939,6979,Billing,High,72,1,2024-09-13
41940,28733,Feature Request,Medium,44,5,2022-09-24
41941,20994,Bug Report,Low,42,1,2022-05-01
41942,31314,Account Access,Medium,62,4,2022-11-05
41943,31062,Performance,Medium,37,2,2024-05-27
41944,48722,Account Access,Medium,65,5,2023-08-25
41945,18194,Login Issue,High,23,4,2022-10-09
41946,26672,Feature Request,Medium,67,4,2025-01-30
41947,10226,Login Issue,Low,38,4,2025-02-27
41948,4416,Performance,Medium,38,4,2024-06-23
41949,46637,Login Issue,Critical,31,4,2023-01-22
41950,3688,Billing,Medium,25,3,2022-02-22
41951,23343,Login Issue,Low,24,1,2023-12-23
41952,18742,Login Issue,Medium,72,3,2023-06-07
41953,14048,Login Issue,Critical,14,5,2023-08-07
41954,20103,Feature Request,High,25,4,2024-06-04
41955,43210,Feature Request,Low,10,3,2024-04-02
